""	"LABNR"	"SITE"	"LATITUDE"	"LONGITUDE"	"CALAGE"	"REFERENCE"	"MAINCOLOR"
"16493"	"PL-980559A"	"Catalhöyük East"	37.65	32.81	8520	"?"	"#FF6300"
"17091"	"AA-49100"	"Mezraa Teleilat"	36.98	38	8520	"Thissen et al. 2004-2006"	"#FF6300"
"1538"	"SI-2221"	"Odmut Cave "	43.3159	18.6899	8510	"Müller 1991, 354"	"#FF6300"
"6905"	"SacA-26197"	"Franchthi Cave"	37.4333	23.1333	8510	"Perlès 2017"	"#FF6400"
"9790"	"KN-4880"	"Ain Ghazal"	31.93	35.94	8510	"Rollefson 1998b"	"#FF6400"
"12493"	"BM-1143"	"Padina"	44.6018	21.9982	8510	"Borić  2009, 2011"	"#FF6400"
"12612"	"OxA-16080"	"Vlasac"	44.5281	22.0408	8510	"Borić  2011"	"#FF6400"
"15575"	"GrA-32049"	"Sabi Abyad"	36.53	39.1	8510	"van der Plicht 2011"	"#FF6400"
"15582"	"GrA-32062"	"Sabi Abyad"	36.53	39.1	8510	"van der Plicht 2011"	"#FF6400"
"15665"	"GrA-42807"	"Sabi Abyad"	36.53	39.1	8510	"van der Plicht 2011"	"#FF6400"
"16360"	"AA-18105"	"Catalhöyük East"	37.65	32.81	8510	"Newton and Kuniholm 1999, Thissen 2002a"	"#FF6400"
"16383"	"OxA-11029"	"Catalhöyük East"	37.65	32.81	8510	"?"	"#FF6400"
"16393"	"OxA-11046"	"Catalhöyük East"	37.65	32.81	8510	"?"	"#FF6400"
"16400"	"OxA-11075"	"Catalhöyük East"	37.65	32.81	8510	"?"	"#FF6400"
"16449"	"P-1365"	"Catalhöyük East"	37.65	32.81	8510	"Stuckenrath and Lawn 1969, 155"	"#FF6400"
"16751"	"KIA-42216"	"Göbekli Tepe"	37.22	38.92	8510	"Marion 2013"	"#FF6400"
"453"	"KIK-338 / UtC-3443"	"Dok"	51.2553	4.1883	8500	"Van Strydonck e.a., 1998"	"#FF6400"
"641"	"KIK-1277 / UtC-9455"	"nd"	51.2553	4.1883	8500	"Van Strydonck e.a., 2001"	"#FF6400"
"864"	"UtC-9455"	"Verrebroeck"	51.2667	4.2117	8500	"Radiocarbon Vol.43, Nr.2B, 2001, 997-1005"	"#FF6400"
"2959"	"SMU-191"	"Nabta"	22.55	30.73	8500	"--"	"#FF6400"
"2990"	"SMU-2741"	"Nabta"	22.55	30.73	8500	"Schild & Wendorf 2001"	"#FF6400"
"3405"	"OxA-411"	"Hengistbury Head"	50.7124	-1.7479	8500	"CBA Radiocarbon Index"	"#FF6400"
"4763"	"GrN-12409"	"Achmer"	52.3919	7.9389	8500	"Kiel DB 2099"	"#FF6400"
"6858"	"P-1525"	"Franchthi Cave"	37.4333	23.1333	8500	"--"	"#FF6400"
"8032"	"I-1489"	"Ali Kosh"	32.55	47.32	8500	"Buckley et al. 1968, 290"	"#FF6400"
"9095"	"OxA-13294"	"Sha'ar Hagolan"	32.68	35.6	8500	"Lee Sep 2010"	"#FF6400"
"11731"	"OxA-9209"	"Schela Cladovei"	44.63	22.6097	8500	"Borić  2011"	"#FF6500"
"11780"	"Ki-6475"	"Rakushechny Yar"	47.4459	39.0667	8500	"Telegin 2003"	"#FF6500"
"12618"	"OxA-16220"	"Vlasac"	44.5281	22.0408	8500	"Borić  2011"	"#FF6500"
"12627"	"OxA-20702"	"Vlasac"	44.5281	22.0408	8500	"Borić  2011"	"#FF6500"
"13463"	"Lu-755"	"Ageröds mosse"	55.9317	13.4085	8500	"Radiocarbon, 18 (1976): 290-324"	"#FF6500"
"15470"	"Ly-6494"	"Halula"	36.42	38.18	8500	"Brami 2011"	"#FF6500"
"15558"	"P-458"	"Ras Shamra"	35.57	35.73	8500	"Stuckenrath 1963, 83"	"#FF6500"
"15566"	"GrA-24248"	"Sabi Abyad"	36.53	39.1	8500	"van der Plicht 2011"	"#FF6500"
"15643"	"GrA-42775"	"Sabi Abyad"	36.53	39.1	8500	"van der Plicht 2011"	"#FF6500"
"15649"	"GrA-42785"	"Sabi Abyad"	36.53	39.1	8500	"van der Plicht 2011"	"#FF6500"
"15650"	"GrA-42786"	"Sabi Abyad"	36.53	39.1	8500	"van der Plicht 2011"	"#FF6500"
"15656"	"GrA-42795"	"Sabi Abyad"	36.53	39.1	8500	"van der Plicht 2011"	"#FF6500"
"15691"	"GrA-42850"	"Sabi Abyad"	36.53	39.1	8500	"van der Plicht 2011"	"#FF6500"
"15772"	"GrN-24248"	"Sabi Abyad"	36.52	39.1	8500	"--"	"#FF6500"
"16370"	"AA-27978"	"Catalhöyük East"	37.65	32.81	8500	"?"	"#FF6500"
"16464"	"P-777"	"Catalhöyük East"	37.65	32.81	8500	"Stuckenrath and Ralph 1965, 191"	"#FF6500"
"16473"	"PL-972139A"	"Catalhöyük East"	37.65	32.81	8500	"?"	"#FF6500"
"17370"	"Beta-317539"	"Ulucak"	38.49	27.33	8500	"Cilingiroglu 2012"	"#FF6500"
"5054"	"Ki-2747"	"Duvensee"	53.6833	10.5333	8490	"Holst 2010"	"#FF6500"
"10707"	"GrN-28842"	"Scheemda"	53.1679	6.9297	8490	"Niekus 2005/2006"	"#FF6500"
"11601"	"Bln-2135"	"Ostrovul Corbului"	44.5088	22.7196	8490	"Borić  2011"	"#FF6500"
"11679"	"Bln-1057"	"Razvrata"	44.6385	22.2904	8490	"Borić  2011"	"#FF6500"
"11724"	"OxA-9141"	"Schela Cladovei"	44.63	22.6097	8490	"Borić  2011"	"#FF6500"
"12507"	"OxA-16940"	"Padina"	44.6018	21.9982	8490	"Borić  2011"	"#FF6500"
"15570"	"GrA-31876"	"Sabi Abyad"	36.53	39.1	8490	"van der Plicht 2011"	"#FF6500"
"15574"	"GrA-32048"	"Sabi Abyad"	36.53	39.1	8490	"van der Plicht 2011"	"#FF6500"
"15652"	"GrA-42788"	"Sabi Abyad"	36.53	39.1	8490	"van der Plicht 2011"	"#FF6500"
"15653"	"GrA-42790"	"Sabi Abyad"	36.53	39.1	8490	"van der Plicht 2011"	"#FF6500"
"15659"	"GrA-42798"	"Sabi Abyad"	36.53	39.1	8490	"van der Plicht 2011"	"#FF6600"
"15661"	"GrA-42801"	"Sabi Abyad"	36.53	39.1	8490	"van der Plicht 2011"	"#FF6600"
"16283"	"GrA-52845"	"Barcin Höyük"	40.21	29.53	8490	"Gerritsen 2013"	"#FF6600"
"16371"	"AA-27979"	"Catalhöyük East"	37.65	32.81	8490	"?"	"#FF6600"
"16404"	"OxA-11155"	"Catalhöyük East"	37.65	32.81	8490	"?"	"#FF6600"
"16412"	"OxA-11712"	"Catalhöyük East"	37.65	32.81	8490	"?"	"#FF6600"
"16416"	"OxA-16799"	"Catalhöyük East"	37.65	32.81	8490	"Bronk Ramsey 2009"	"#FF6600"
"16417"	"OxA-16800"	"Catalhöyük East"	37.65	32.81	8490	"Bronk Ramsey 2009"	"#FF6600"
"16419"	"OxA-16802"	"Catalhöyük East"	37.65	32.81	8490	"Bronk Ramsey 2009"	"#FF6600"
"16450"	"P-1366"	"Catalhöyük East"	37.65	32.81	8490	"Stuckenrath and Lawn 1969, 155"	"#FF6600"
"17365"	"Beta-269730"	"Ulucak"	38.49	27.33	8490	"Cilingiroglu 2012"	"#FF6600"
"1746"	"St-415"	"Khirokitia"	34.8	33.34	8480	"Le Brun 1988, 27"	"#FF6600"
"2870"	"CAMS-41691"	"Nabta"	22.55	30.73	8480	"Schild & Wendorf 2001"	"#FF6600"
"2958"	"SMU-191"	"Nabta"	22.55	30.73	8480	"Haas & Haynes 1980"	"#FF6600"
"4659"	"OxA-6776"	"Ruffey-sur-Seille"	46.75	5.51	8480	"Gehlen 2010"	"#FF6600"
"7221"	"DEM-368"	"Youra-Cave"	39.3667	24.1667	8480	"CaNew2005"	"#FF6600"
"8767"	"RT-944A"	"Atlit-Yam"	32.54	34.9	8480	"Carmi and Segal 1992, 119"	"#FF6600"
"9754"	"AA-5196"	"Ain Ghazal"	31.93	35.93	8480	"Rollefson et al. 1992, 445"	"#FF6600"
"10627"	"GrN-8679"	"Marienberg Overijssel"	52.509	6.5736	8480	"Lanting & van der Plicht 1997/1998"	"#FF6600"
"12596"	"AA-57778"	"Vlasac"	44.5281	22.0408	8480	"Borić  2011"	"#FF6600"
"12628"	"OxA-20762"	"Vlasac"	44.5281	22.0408	8480	"Borić  2011"	"#FF6600"
"15569"	"GrA-31875"	"Sabi Abyad"	36.53	39.1	8480	"van der Plicht 2011"	"#FF6600"
"15571"	"GrA-31877"	"Sabi Abyad"	36.53	39.1	8480	"van der Plicht 2011"	"#FF6600"
"16060"	"Beta-174040"	"Akarcay Tepe"	36.92	38.02	8480	"Marion 2013"	"#FF6600"
"16418"	"OxA-16801"	"Catalhöyük East"	37.65	32.81	8480	"Bronk Ramsey 2009"	"#FF6700"
"16598"	"UGAMS-6043"	"Cukurici"	37.931	27.352	8480	"40358"	"#FF6700"
"16700"	"AA-66741"	"Erbaba"	37.76	31.68	8480	"Arbuckle 2008: fig.1"	"#FF6700"
"571"	"GrN-10292"	"nd"	51.4425	4.7358	8470	"Lijst GrN"	"#FF6700"
"1659"	"DRI-3443"	"Ais Giorkis"	34.7717	32.4303	8470	"Simmons 2012"	"#FF6700"
"1804"	"DRI-3443"	"Kritou-Marottou - Ais Yiorkis"	34.92	32.55	8470	"--"	"#FF6700"
"4119"	"KN-1058"	"Baume de Montclus"	44.2666	4.4333	8470	"van Willigen 2006"	"#FF6700"
"4477"	"Ly-1196"	"Lascaux"	45.05	1.1833	8470	""	"#FF6700"
"8635"	"UB-641"	"Newferry"	54.8216	-6.4579	8470	"H992982"	"#FF6700"
"10595"	"GrN-29403"	"Marienberg"	52.5304	6.5743	8470	"Niekus 2005/2006"	"#FF6700"
"10617"	"GrN-22150"	"Marienberg Overijssel"	52.509	6.5736	8470	"Lanting & van der Plicht 1997/1998"	"#FF6700"
"11560"	"Bonn-4"	"Icoana "	44.6523	22.2992	8470	"Borić  2011"	"#FF6700"
"11602"	"Bln-2135A"	"Ostrovul Corbului"	44.5088	22.7196	8470	"Borić  2011"	"#FF6700"
"12236"	"AA-21623"	"Staosnaig"	56.0617	-6.181	8470	"Ashmore, 2004"	"#FF6700"
"12606"	"Bln-1169"	"Vlasac"	44.5281	22.0408	8470	"Borić  2011"	"#FF6700"
"12611"	"LJ-2407"	"Vlasac"	44.5281	22.0408	8470	"Borić  2011"	"#FF6700"
"13121"	"Gif-6898"	"Fosca"	42.221	0.3346	8470	"Olária i Puyoles 2000"	"#FF6700"
"13356"	"Gif-6898"	"Tossal de la Roca"	38.78	-0.26	8470	"van Willigen 2006"	"#FF6700"
"14578"	"Ua-25194"	"Tagerup"	55.8565	12.9383	8470	"Karsten and Knarrström 2001"	"#FF6700"
"15304"	"NUT-22023"	"Ain el-Kerkh"	35.82	36.46	8470	"Brami 2011"	"#FF6700"
"15392"	"UtC-1097/-1098/-1099"	"Damishliyah"	36.49	39.03	8470	"Akkermans 1990, Akkermans 1991a"	"#FF6700"
"15611"	"GrA-42466"	"Sabi Abyad"	36.53	39.1	8470	"van der Plicht 2011"	"#FF6700"
"15647"	"GrA-42781"	"Sabi Abyad"	36.53	39.1	8470	"van der Plicht 2011"	"#FF6700"
"15788"	"GrN-29714"	"Sabi Abyad"	36.53	39.1	8470	"van der Plicht 2011"	"#FF6700"
"16259"	"Beta-304970"	"Barcin Höyük"	40.21	29.53	8470	"Gerritsen 2013"	"#FF6700"
"16363"	"AA-19346"	"Catalhöyük East"	37.65	32.81	8470	"Newton and Kuniholm 1999, Thissen 2002a"	"#FF6700"
"16384"	"OxA-11030"	"Catalhöyük East"	37.65	32.81	8470	"?"	"#FF6700"
"16385"	"OxA-11031"	"Catalhöyük East"	37.65	32.81	8470	"?"	"#FF6800"
"16390"	"OxA-11043"	"Catalhöyük East"	37.65	32.81	8470	"?"	"#FF6800"
"16391"	"OxA-11044"	"Catalhöyük East"	37.65	32.81	8470	"?"	"#FF6800"
"16411"	"OxA-11545"	"Catalhöyük East"	37.65	32.81	8470	"?"	"#FF6800"
"16457"	"P-1375"	"Catalhöyük East"	37.65	32.81	8470	"Stuckenrath and Lawn 1969, 155"	"#FF6800"
"17363"	"Beta-269728"	"Ulucak"	38.49	27.33	8470	"Cilingiroglu 2012"	"#FF6800"
"2896"	"DRI-3550"	"Nabta"	22.55	30.73	8460	"Schild & Wendorf 2001"	"#FF6800"
"3007"	"SMU-629"	"Nabta"	22.55	30.73	8460	"Close 1984c"	"#FF6800"
"5524"	"Hv-20474"	"Kloster Barthe"	53.3063	7.5884	8460	"Kiel DB 2657"	"#FF6800"
"7835"	"GrN-6353"	"Jarmo"	35.56	44.92	8460	"--"	"#FF6800"
"8374"	"P-467"	"Tepe Sarab"	34.37	47.08	8460	"Stuckenrath 1963, 92"	"#FF6800"
"8375"	"P-467"	"Tepe Sarab"	34.5	47.25	8460	"RC 5, 1963, 82-103"	"#FF6800"
"10874"	"GrN-4575"	"Wijster"	52.85	6.5167	8460	"Groningen VII, 123"	"#FF6800"
"12235"	"AA-21622"	"Staosnaig"	56.0617	-6.181	8460	"Ashmore, 2004"	"#FF6800"
"14572"	"Ua-25189"	"Tagerup"	55.8565	12.9383	8460	"Karsten and Knarrström 2001"	"#FF6800"
