ID	LABNR	C14AGE	C14STD	C13	MATERIAL	SPECIES	COUNTRY	SITE	PERIOD	CULTURE	Phase	LOCUS	LATITUDE	LONGITUDE	METHOD	CALAGE	CALSTD	REFERENCE	NOTICE
1033	Bln-3866	4105	50	-25,69	charcoal	nd	Bulgaria	Djadovo	Bronze Age	Early Bronze Age	Hor.5	Qu.D   	42,4333	26,0166	14C	4660	110	Görsdorf 1996	--
1034	Bln-3867	4410	50	0	charcoal	nd	Bulgaria	Djadovo	Bronze Age	Early Bronze Age	Hor.5	Qu.D, depth 1,89 m	42,4333	26,0166	14C	5050	140	Görsdorf 1996	--
1035	Bln-3868	4010	50	-26,51	charcoal	nd	Bulgaria	Djadovo	Bronze Age	Early Bronze Age	Hor.5	Qu.Q19, depth 2,06 m	42,4333	26,0166	14C	4490	60	Görsdorf 1996	--
1036	Bln-3869	3960	60	0	grain	nd	Bulgaria	Djadovo	Bronze Age	Early Bronze Age	Hor.5	Q19, depth 2,04 m	42,4333	26,0166	14C	4410	100	Görsdorf 1996	--
1037	Bln-3870	4110	50	0	charcoal	nd	Bulgaria	Djadovo	Bronze Age	Early Bronze Age	Hor.5	depth 1,89 m	42,4333	26,0166	14C	4660	110	Görsdorf 1996	--
1038	Bln-3871	4220	50	-25,57	charcoal	nd	Bulgaria	Djadovo	Bronze Age	Early Bronze Age	Hor.5	Qu.26, depth 1,89 m	42,4333	26,0166	14C	4740	90	Görsdorf 1996	--
1039	Bln-2610	5620	100	0	charcoal	nd	Bulgaria	Djakovo	Chalcolithic	Late Eneolithic	Hor.2	Sonde 3, depth 1,60 m	42,3333	23,1166	14C	6430	100	Görsdorf 1996	--
1040	Bln-3785	6650	60	0	charcoal	nd	Bulgaria	Dobrinisce	Neolithic	Early Neolithic	Hor.1	test Trench 2, house 1, depth 0,60 m	41,83	23,56	14C	7530	50	Görsdorf 1996	--
1041	Bln-3786	6610	50	0	charcoal	nd	Bulgaria	Dobrinisce	Neolithic	Early Neolithic	Hor.1	test Trench 2, house 2, depth 0,60 m	41,83	23,56	14C	7510	50	Görsdorf 1996	--
1042	Bln-3818	5530	60	0	charcoal	nd	Bulgaria	Dolnoslav	Chalcolithic	Karan VI	Hor.1	Qu.C12, depth 2,10 m	0	0	14C	6330	50	Görsdorf 1996	--
1043	Bln-3819	5480	60	0	charcoal	nd	Bulgaria	Dolnoslav	Chalcolithic	Karan VI	Hor.1	Qu. P9, depth 2,10 m	0	0	14C	6280	60	Görsdorf 1996	--
1044	Bln-5112	6257	40	-20,67	bone	animal	Bulgaria	Drama-Gerena	Neolithic	Middle Neolithic	Gerena B1 or B2	Areal TG01/Area B	42,2396	26,4355	14C	7180	50	Gleser 2011	--
1045	Bln-5113	6192	41	-21,39	bone	animal	Bulgaria	Drama-Gerena	Middle Neolithic	Karan IV	Gerena C	Areal TG01/Area A	42,2396	26,4355	14C	7090	70	Gleser 2011	--
1046	Erl-12310	6381	47	-19,9	bone	Bos/Ur	Bulgaria	Drama-Gerena	Neolithic	Middle Neolithic	nd	Areal TG01/Area A	42,2396	26,4355	14C	7330	60	Gleser 2011	--
1047	Erl-12311	6456	48	-19,4	bos	animal	Bulgaria	Drama-Gerena	Neolithic	Middle Neolithic	Gerena B1 / C	Areal TG01/Area A	42,2396	26,4355	14C	7370	50	Gleser 2011	--
1048	Erl-12312	6474	48	-19	bos	animal	Bulgaria	Drama-Gerena	Middle Neolithic	Karan III-IV	Gerena A	Areal TG01/Area A, Grube B	42,2396	26,4355	14C	7380	50	Gleser 2011	--
1049	Erl-12313	6436	48	-18	bos	animal	Bulgaria	Drama-Gerena	Middle Neolithic	Karan III-IV	Gerena A	Areal TG01/Area A, Grube B	42,2396	26,4355	14C	7360	50	Gleser 2011	--
1050	Erl-12314	6474	50	-20	Ur	animal	Bulgaria	Drama-Gerena	Neolithic	Middle Neolithic	nd	nd	42,2396	26,4355	14C	7380	50	Gleser 2011	--
1051	Erl-12315	6411	50	-20,2	bos	animal	Bulgaria	Drama-Gerena	Neolithic	Middle Neolithic	nd	Areal TG01/Area A1	42,2396	26,4355	14C	7350	60	Gleser 2011	--
1052	Erl-12316	6319	50	-19,7	pig	animal	Bulgaria	Drama-Gerena	Middle Neolithic	Karan III-IV	Gerena A	Areal TG01/Area A, Grube B	42,2396	26,4355	14C	7250	60	Gleser 2011	--
1053	Erl-12317	6385	50	-20,3	bone	sheep	Bulgaria	Drama-Gerena	Middle Neolithic	Karan III-IV	Gerena A	Areal TG01/Area A, Grube B	42,2396	26,4355	14C	7330	60	Gleser 2011	--
1054	Bln-5115	5554	38	-20,42	bone	animal	Bulgaria	Drama-Merdzumekja	nd	Karan V	nd	Areal H16, Graben 687	42,2386	26,4345	14C	6350	40	Gleser 2011	--
1055	Bln-5116	4941	38	-18,61	bone	animal	Bulgaria	Drama-Merdzumekja	Chalcolithic	Transitional	nd	Areal H08, Kreisgraben	42,2386	26,4345	14C	5670	50	Gleser 2011	--
1056	Bln-5117	5587	35	-19,63	bone	animal	Bulgaria	Drama-Merdzumekja	nd	Kara VI	nd	nd	42,2386	26,4345	14C	6360	40	Gleser 2011	--
1057	Erl-12296	5739	48	-18,5	bone	Bos	Bulgaria	Drama-Merdzumekja	nd	Karan V/VI	nd	Areal F13, house 486	42,2386	26,4345	14C	6540	70	Gleser 2011	--
1058	Erl-12297	5636	49	-19,5	bone	goat	Bulgaria	Drama-Merdzumekja	nd	Karan V/VI	nd	Areal F13, house 486, 98:0627	42,2386	26,4345	14C	6410	60	Gleser 2011	DANN-Mainz
1059	Erl-12298	5680	48	-19,9	bone	pig	Bulgaria	Drama-Merdzumekja	nd	Karan V/VI	nd	Areal F13	42,2386	26,4345	14C	6470	60	Gleser 2011	--
1060	Erl-12299	4898	45	-22	bone	pig	Bulgaria	Drama-Merdzumekja	Chalcolithic	Transitional	nd	Areal L10, house 244	42,2386	26,4345	14C	5640	40	Gleser 2011	--
1061	Erl-12300	5768	46	-20,4	bone	pig	Bulgaria	Drama-Merdzumekja	nd	nd	nd	Areal L10, house 244	42,2386	26,4345	14C	6570	60	Gleser 2011	--
1062	Erl-12301	5839	47	-20	bone	pig	Bulgaria	Drama-Merdzumekja	nd	nd	nd	Areal L10	42,2386	26,4345	14C	6640	70	Gleser 2011	--
1063	Erl-14434	5602	57	-21,5	bone	animal	Bulgaria	Drama-Merdzumekja	nd	nd	nd	nd	42,2386	26,4345	14C	6380	60	Gleser 2011	--
1064	Erl-14435	5677	54	-20,4	bone	animal	Bulgaria	Drama-Merdzumekja	Chalcolithic	Kara VI	nd	Areal Q12	42,2386	26,4345	14C	6470	70	Gleser 2011	--
1065	Erl-14436	5687	58	-20,1	bone	animal	Bulgaria	Drama-Merdzumekja	Chalcolithic	Kara VI	nd	Areal Q13	42,2386	26,4345	14C	6480	70	Gleser 2011	--
1066	Erl-14437	4629	53	-21,6	bone	animal	Bulgaria	Drama-Merdzumekja	nd	Cernavoda III	nd	Areal Q12	42,2386	26,4345	14C	5380	70	Gleser 2011	--
1067	Erl-14438	4626	55	-20,8	bone	animal	Bulgaria	Drama-Merdzumekja	nd	Cernavoda III	nd	Areal Q12	42,2386	26,4345	14C	5370	70	Gleser 2011	--
1068	Erl-14439	5562	59	-20,9	bone	animal	Bulgaria	Drama-Merdzumekja	nd	Kara VI	nd	Areal Q12	42,2386	26,4345	14C	6360	50	Gleser 2011	--
1069	Erl-14440	5667	56	-21,3	bone	animal	Bulgaria	Drama-Merdzumekja	nd	Kara VI	nd	Areal P11	42,2386	26,4345	14C	6450	70	Gleser 2011	--
1070	Erl-14441	4751	57	-20,8	bone	animal	Bulgaria	Drama-Merdzumekja	nd	Cernavoda III	nd	Areal R09	42,2386	26,4345	14C	5470	90	Gleser 2011	--
1071	Erl-14442	4575	62	-21	bone	animal	Bulgaria	Drama-Merdzumekja	nd	Cernavoda III	nd	Areal R13	42,2386	26,4345	14C	5250	150	Gleser 2011	--
1072	Erl-14443	4592	57	-20,2	bone	animal	Bulgaria	Drama-Merdzumekja	nd	Cernavoda III	nd	Areal Q11	42,2386	26,4345	14C	5270	150	Gleser 2011	--
1073	Bln-4900	3993	36	-24,52	grain	nd	Bulgaria	Dubene-Sarovka	Bronze Age	Early Bronze Age	EBII	Sq.F16,-1.10m	0	0	14C	4470	40	Nikolova & Görsdorf 2002	
1074	Bln-4903	4003	36	-24,95	charcoal	nd	Bulgaria	Dubene-Sarovka	Bronze Age	Early Bronze Age	EBII	Sq.K12,-1.39m	0	0	14C	4480	40	Nikolova & Görsdorf 2002	
1075	Bln-5231	4145	29	-26,2	charcoal	nd	Bulgaria	Dubene-Sarovka	Bronze Age	Early Bronze Age	EBI	Sq.H18-4,-1.44m	0	0	14C	4700	80	Nikolova & Görsdorf 2002	
1076	Bln-5233	4571	32	-26,8	charcoal	nd	Bulgaria	Dubene-Sarovka	Bronze Age	Early Bronze Age	EBI 	H18-4,-1.90-2.46m	0	0	14C	5220	110	Nikolova & Görsdorf 2002	
1077	Bln-2111	5495	60	0	charcoal	nd	Bulgaria	Durankulak	Chalcolithic	Late Eneolithic	Hor.4	Qu. D74, house 7	43,5947	28,5713	14C	6300	70	Görsdorf 1996	--
1078	Bln-2121	5475	50	0	charcoal	nd	Bulgaria	Durankulak	Chalcolithic	Late Eneolithic	Hor.4	Qu.351. depth 1,15 m, house 1	43,5947	28,5713	14C	6270	50	Görsdorf 1996	--
1079	Bln-2122	5700	50	0	charcoal	nd	Bulgaria	Durankulak	Chalcolithic	Late Eneolithic	Hor.5	Qu.L123, depth 3,80 m, pit	43,5947	28,5713	14C	6500	70	Görsdorf 1996	--
1080	Bln-2569	2850	50	0	charcoal	nd	Bulgaria	Durankulak	Bronze Age	Late Bronze Age	nd	LBA Settlement, Qu.8.1, depth 8,52 m, house Vb	43,5947	28,5713	14C	2970	70	Görsdorf 1996	--
1081	Bln-2570	2960	60	0	charcoal	nd	Bulgaria	Durankulak	Bronze Age	Late Bronze Age	nd	LBA Settlement, Qu.C11.2; depth 7,90 m, house Iva	43,5947	28,5713	14C	3120	90	Görsdorf 1996	--
1082	Bln-2571	2930	50	0	charcoal	nd	Bulgaria	Durankulak	Bronze Age	Late Bronze Age	nd	LBA Settlement, Qu.P13.4, depth 8.86 m, house 1	43,5947	28,5713	14C	3080	80	Görsdorf 1996	--
1083	Bln-3528	3400	60	0	charcoal	nd	Bulgaria	Durankulak	Bronze Age	Late Bronze Age	nd	LBA Settlement, house 15	43,5947	28,5713	14C	3660	80	Görsdorf 1996	--
1084	Bln-3529	3490	60	0	charcoal	nd	Bulgaria	Durankulak	Bronze Age	Late Bronze Age	nd	LBA Settlement, house 15	43,5947	28,5713	14C	3760	80	Görsdorf 1996	--
1085	Bln-3530	3160	60	0	charcoal	nd	Bulgaria	Durankulak	Bronze Age	Late Bronze Age	nd	LBA Settlement, house 15	43,5947	28,5713	14C	3360	80	Görsdorf 1996	--
1086	Bln-3532	3910	70	0	charcoal	nd	Bulgaria	Durankulak	Bronze Age	Late Bronze Age	nd	LBA Settlement, house 15	43,5947	28,5713	14C	4330	100	Görsdorf 1996	--
1087	GaK-20464	4510	60	0	charcoal	nd	Bulgaria	Dyadovo 10	Bronze Age	Karan VII	EBI	~Ezero 13	42,4333	26,0166	14C	5160	100	Nikolova & Görsdorf 2002	--
1088	GaK-20465	4340	60	0	charcoal	nd	Bulgaria	Dyadovo 10	Bronze Age	Karan VII	EBI	~Ezero 13	42,4333	26,0166	14C	4940	80	Nikolova & Görsdorf 2002	--
1089	GaK-20466	4490	60	0	charcoal	nd	Bulgaria	Dyadovo 10	Bronze Age	Karan VII	EBI	Floor B	42,4333	26,0166	14C	5140	110	Nikolova & Görsdorf 2002	--
1090	GaK-20467	4530	120	0	charcoal	nd	Bulgaria	Dyadovo 10	Bronze Age	Karan VII	EBI	Pithos 1	42,4333	26,0166	14C	5190	190	Nikolova & Görsdorf 2002	--
1091	 OxA-24931	7066	38	-20	bone	sheep	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	DZH 21-90	nd	43,15	24,9167	14C	7900	40	SFB-806 F1	
1092	 OxA-24932	7053	35	-19,93	bone	sheep	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	DZH 21-90	nd	43,15	24,9167	14C	7890	40	SFB-806 F1	
1093	 OxA-24933	7084	36	-20,28	bone	nd	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	DZH 21-116	nd	43,15	24,9167	14C	7910	40	SFB-806 F1	
1094	 OxA-24934	7195	37	-19,73	bone	bovide	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	DZH 21-125	nd	43,15	24,9167	14C	8000	30	SFB-806 F1	
1095	 OxA-24935	7026	35	-20,46	bone	bovide	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	DZH 21-62	nd	43,15	24,9167	14C	7870	50	SFB-806 F1	
1096	 OxA-24936	7083	36	-19,09	bone	nd	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	DZH 21-180	nd	43,15	24,9167	14C	7910	40	SFB-806 F1	
1097	 OxA-24937	7588	37	-20,24	bone	pig	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	DZH 21-153	nd	43,15	24,9167	14C	8390	30	SFB-806 F1	
1098	 OxA-24938	7134	35	-19,2	bone	bovide	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	DZH 21-99	nd	43,15	24,9167	14C	7960	30	SFB-806 F1	
1099	 OxA-24939	7171	36	-19,59	bone	sheep	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	DZH 21-83	nd	43,15	24,9167	14C	7980	30	SFB-806 F1	
1100	KN-5747	7094	47	0	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	nd	nd	43,15	24,9167	14C	7920	50	Köln Lab	
1101	KN-5774	7050	50	0	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	nd	nd	43,15	24,9167	14C	7880	50	Köln Lab	
1102	KN-5775	7085	40	0	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	nd	nd	43,15	24,9167	14C	7910	50	Köln Lab	
1103	KN-5776	7400	40	0	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	nd	nd	43,15	24,9167	14C	8240	60	Köln Lab	
1104	KN-5777	7225	45	0	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	nd	nd	43,15	24,9167	14C	8060	70	Köln Lab	
1105	OxA-24931	7066	38	-20	bone	sheep	Bulgaria	Dzhulyunica	Neolithic	Džh 1 	h=116.16	DZH 21-90	43,15	24,9167	14C	7900	40	Krauß 2013	
1106	OxA-24932	7053	35	-19,93	bone	sheep	Bulgaria	Dzhulyunica	Neolithic	Džh 2	h=116.16	DZH 21-90	43,15	24,9167	14C	7890	40	Krauß 2014	
1107	OxA-24934	7195	37	-19,73	bone	Bos	Bulgaria	Dzhulyunica	Neolithic	Džh 1 	h=115.696	DZH 21-125	43,15	24,9167	14C	8000	30	Krauß 2015	
1108	OxA-24935	7026	35	-20,46	bone	Bos	Bulgaria	Dzhulyunica	Neolithic	Džh 2	h=116.562	DZH 21-62	43,15	24,9167	14C	7870	50	Krauß 2016	
1109	OxA-24936	7083	36	-19,09	bone	nd	Bulgaria	Dzhulyunica	Neolithic	Džh 1 	h=115.40	DZH 21-180	43,15	24,9167	14C	7910	40	Krauß 2017	
1110	OxA-24937	7588	37	-20,24	bone	pig	Bulgaria	Dzhulyunica	Neolithic	Džh 1 	h=116.11	DZH 21-153	43,15	24,9167	14C	8390	30	Krauß 2018	
1111	OxA-24938	7134	35	-19,2	bone	Bos	Bulgaria	Dzhulyunica	Neolithic	Džh 2	h=116.06	DZH 21-99	43,15	24,9167	14C	7960	30	Krauß 2019	
1112	OxA-24939	7171	36	-19,59	bone	sheep	Bulgaria	Dzhulyunica	Neolithic	Džh 2	h=116.26	DZH 21-83	43,15	24,9167	14C	7980	30	Krauß 2020	
1113	OxA-24977	7136	40	-20,11	bone	Bos	Bulgaria	Dzhulyunica	Neolithic	Džh 2	h=116.413	DZH 21-79	43,15	24,9167	14C	7960	30	Krauß 2021	
1114	OxA-24978	7054	39	-20,44	bone	sheep	Bulgaria	Dzhulyunica	Neolithic	Džh 2	h=116.26	DZH 21-85	43,15	24,9167	14C	7890	40	Krauß 2022	
1115	OxA-24979	7145	38	-20,26	bone	Bos	Bulgaria	Dzhulyunica	Neolithic	Džh 1 	h=115.959	DZH 21-110	43,15	24,9167	14C	7970	30	Krauß 2023	
1116	OxA-24980	7011	38	-19,97	bone	Bos	Bulgaria	Dzhulyunica	Neolithic	Džh 1 	h=116.05	DZH 21-159	43,15	24,9167	14C	7860	60	Krauß 2024	
1117	OxA-24981	7185	40	-20,76	bone	Bos	Bulgaria	Dzhulyunica	Neolithic	Džh 2	h=116.413	DZH 21-80	43,15	24,9167	14C	8000	30	Krauß 2025	
1118	OxA-25033	7084	36	-20,28	bone	nd	Bulgaria	Dzhulyunica	Neolithic	Džh 1 	h=115.917	DZH 21-116	43,15	24,9167	14C	7910	40	Krauß 2026	
1119	OxA-25040	7049	39	-24,83	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Džh 2	h=116.16	DZH 21-92	43,15	24,9167	14C	7890	40	Krauß 2027	
1120	OxA-25041	4854	34	-24,29	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Early Neolithic	DZH 22-7	DZH 22-7	43,15	24,9167	14C	5590	40	Krauß 2028	
1121	OxA-25042	7095	40	-24,29	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Džh 1 	h=115.76	DZH 21-117	43,15	24,9167	14C	7920	50	Krauß 2029	
1122	OxA-25043	7055	40	-25,76	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Džh 2	h=116.413	DZH 21-78	43,15	24,9167	14C	7890	40	Krauß 2030	
1123	OxA-25044	7095	40	-25,87	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Džh 1 	h=116.052	DZH 21-105	43,15	24,9167	14C	7920	50	Krauß 2031	
1124	OxA-25045	6686	39	-25,35	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Džh 4 	h=117.31	DZH 21-35	43,15	24,9167	14C	7550	40	Krauß 2032	
1125	OxA-25046	6950	40	-25,59	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Džh 2 	h=116.20	DZH 21-13	43,15	24,9167	14C	7780	50	Krauß 2033	
1126	OxA-25047	7140	40	-24,38	charcoal	nd	Bulgaria	Dzhulyunica	Neolithic	Džh 3 	h=117.01	DZH 21-51	43,15	24,9167	14C	7970	30	Krauß 2034	
1127	Bln-3236	3630	100	0	charcoal	nd	Bulgaria	Elesnica	Neolithic	nd	Hor.2	Qu. P2/P3, pit 5	41,85	23,61	14C	3950	140	Görsdorf 1996	--
1128	Bln-3237	6790	50	0	charcoal	nd	Bulgaria	Elesnica	Neolithic	Early Neolithic	Hor.2	Qu P8, depth 0,40-0,50 m house 2	41,85	23,61	14C	7640	40	Görsdorf 1996	--
1129	Bln-3238	7010	60	0	charcoal	nd	Bulgaria	Elesnica	Neolithic	Early Neolithic	Hor.2	Qu. P8, depth 0,40-0,50 m house 2	41,85	23,61	14C	7840	70	Görsdorf 1996	--
1130	Bln-3239	6920	60	0	charcoal	nd	Bulgaria	Elesnica	Neolithic	Early Neolithic	Hor.2	Qu. P8, depth 0,40-0,50 m, house 2	41,85	23,61	14C	7760	70	Görsdorf 1996	--
1131	Bln-3240	6850	50	0	charcoal	nd	Bulgaria	Elesnica	Neolithic	Early Neolithic	Hor.2	Qu. P13, depth 0,80 m, house 1	41,85	23,61	14C	7690	50	Görsdorf 1996	--
1132	Bln-3241	6960	60	0	charcoal	nd	Bulgaria	Elesnica	Neolithic	Early Neolithic	Hor.2	Qu. P14, depth 0,80 m, house 1	41,85	23,61	14C	7800	80	Görsdorf 1996	--
1133	Bln-3242	6940	50	0	charcoal	nd	Bulgaria	Elesnica	Neolithic	Early Neolithic	Hor.2	Qu. P13, depth 1,00 m, house	41,85	23,61	14C	7770	60	Görsdorf 1996	--
1134	Bln-3244	6720	70	0	charcoal	nd	Bulgaria	Elesnica	Neolithic	Early Neolithic	Hor.2	Qu. K1, depth 1,00 m, pit 4	41,85	23,61	14C	7580	60	Görsdorf 1996	--
1135	Bln-3245	6730	90	0	charcoal	nd	Bulgaria	Elesnica	Neolithic	Early Neolithic	Hor.2	Qu. K3, depth 0,50-0,80 m	41,85	23,61	14C	7590	70	Görsdorf 1996	--
1136	Bln-4322	3135	50	-24,79	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.3	Qu. A3, depth 6,15 m	42,1666	24,75	14C	3340	70	Görsdorf 1996	--
1137	Bln-4324	4145	45	-23,86	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.8	Qu. K4, depth 2,90 m	42,1666	24,75	14C	4690	90	Görsdorf 1996	--
1138	Bln-4326	4050	50	-24,33	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.10	Qu. J4, depth 1,53 m	42,1666	24,75	14C	4570	110	Görsdorf 1996	--
1139	Bln-4327	3990	50	-23,09	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.10	Qu. K5, depth 3,20 m	42,1666	24,75	14C	4460	60	Görsdorf 1996	--
1140	Bln-4328	3980	50	0	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.10	Qu. K5, depth 2,00 m	42,1666	24,75	14C	4440	70	Görsdorf 1996	--
1141	Bln-4328A	3980	50	0	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.10	Qu. K5, depth 2,00 m	42,1666	24,75	14C	4440	70	Görsdorf 1996	--
1142	Bln-4329	4145	45	-24,79	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.10	Qu.L6,depth 4,20 m	42,1666	24,75	14C	4690	90	Görsdorf 1996	--
1143	Bln-4330	4070	40	-23,94	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.11.3	Hor.11.3, 2-3, depth 2,60 m	42,1666	24,75	14C	4620	130	Görsdorf 1996	--
1144	Bln-4331	4140	45	-25,32	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.9/10	Qu. R5, depth 3,10 m	42,1666	24,75	14C	4690	90	Görsdorf 1996	--
1145	Bln-4352	4060	40	-24	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.10	Qu. L5, depth 3,00 m	42,1666	24,75	14C	4580	100	Görsdorf 1996	--
1146	Bln-4353	4610	80	0	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.10	Qu. L5, depth 3,80-3,90 m	42,1666	24,75	14C	5290	160	Görsdorf 1996	outlier ?
1147	Bln-4354	4080	40	-24,62	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.10	Qu. K7, depth 3,70 m	42,1666	24,75	14C	4640	120	Görsdorf 1996	--
1148	Bln-4355	4280	55	-24,81	charcoal	nd	Bulgaria	Evmolpia	Bronze Age	Early Bronze Age	Hor.11	Qu.E5, depth 2,20 m	42,1666	24,75	14C	4840	90	Görsdorf 1996	--
1149	Bln-1103	4280	100	0	charcoal	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-7	Qu.D1, depth 1,65 m	42,48	25,97	14C	4840	170	Depth 1.65 m	Görsdorf and Bojadziev 1996
1150	Bln-1155	3040	100	0	charcoal	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-13	Qu.C6 I-13, depth 3,35 m	42,48	25,97	14C	3210	130	Depth 3.35 m	Görsdorf and Bojadziev 1996
1151	Bln-1156	3980	100	0	charcoal	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-13	Qu.D11/D12, depth 3,35 m	42,48	25,97	14C	4450	160	Depth 3.35 m	Görsdorf and Bojadziev 1996
1152	Bln-1157	5474	100	0	charcoal	nd	Bulgaria	Ezero	Chalcolithic	Karan V/VI 	Hor.II-14	Qu.B8/C8, depth 3,45 m	42,48	25,97	14C	6250	120	Depth 3.45 m	Görsdorf and Bojadziev 1996
1153	Bln-1157A	4897	350	0	charcoal	nd	Bulgaria	Ezero	Chalcolithic	Karan V/VI 	Hor.II-14	Qu.B8/C8, depth 3,45 m	42,48	25,97	14C	5580	430	Depth 3.45 m	Görsdorf and Bojadziev 1996
1154	Bln-1158	4363	100	0	charcoal	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-13	Qu.D8, depth 3,35 m	42,48	25,97	14C	5030	160	Depth 3.35 m	Görsdorf and Bojadziev 1996
1155	Bln-1159	4099	100	0	charcoal	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-13	Qu.D11 , depth 3,35 m	42,48	25,97	14C	4620	150	Depth 3.35 m	Görsdorf and Bojadziev 1996
1156	Bln-1240	5752	100	0	charcoal	nd	Bulgaria	Ezero	Chalcolithic	Karan V/VI 	Hor.II-14	Qu.B8/C8, depth 3,45 m	42,48	25,97	14C	6550	110	Depth 3.45 m	Görsdorf and Bojadziev 1996
1157	Bln-1256	4300	80	0	charcoal	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-13	Qu.C6 I-13, depth 3,35 m	42,48	25,97	14C	4870	130	Depth 3.35 m	Görsdorf and Bojadziev 1996
1158	Bln-1786	4450	85	0	charcoal	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-13	Qu.D8, depth 3,35 m	42,48	25,97	14C	5090	150	Depth 3.35 m	Görsdorf and Bojadziev 1996
1159	Bln-1822	4275	65	0	charcoal	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-6	Qu.A7, depth 1,30 m	42,48	25,97	14C	4820	110	Depth 1.30 m	Görsdorf and Bojadziev 1996
1160	Bln-1823	5740	70	0	grain	nd	Bulgaria	Ezero	Chalcolithic	Karan V/VI 	Hor.II-15	SW-Sector, depth 4,30 m	42,48	25,97	14C	6540	90	Depth 4.30 m	Görsdorf and Bojadziev 1996
1161	Bln-1824	4135	65	0	grain	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-4	Qu.C10, depth 0,70 m	42,48	25,97	14C	4670	110	Depth 0.70 m	Görsdorf and Bojadziev 1996
1162	Bln-1825	4290	50	0	charcoal	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-7	Qu.D5, depth 1,55 m	42,48	25,97	14C	4880	60	Depth 1.55 m	Görsdorf and Bojadziev 1996
1163	Bln-1826	4310	45	0	charcoal	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-7	Qu.D1, depth 1,65 m	42,48	25,97	14C	4900	50	Depth 1.65 m	Görsdorf and Bojadziev 1996
1164	Bln-1827	4475	60	0	grain	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-7	Qu.E4, depth 1,65 m	42,48	25,97	14C	5120	120	Depth 1.65 m	Görsdorf and Bojadziev 1996
1165	Bln-1828	4400	50	0	charcoal	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-7	Qu.B3, depth 1,75 m	42,48	25,97	14C	5020	120	Depth 1.75 m	Görsdorf and Bojadziev 1996
1166	Bln-1829	4165	40	0	charcoal	nd	Bulgaria	Ezero	Bronze Age	Karan VII	Hor.I-7	Qu.D10, depth 1,60 m	42,48	25,97	14C	4710	80	Depth 1.60 m	Görsdorf and Bojadziev 1996
